s,n,alpha,v,v_comm,delta
4.655030179408847,0.09920997143202555,-0.06459619653360985,0.5988386853858519,0.5976657246704161,0.09492834596964476
4.6604556883210115,0.09923511797213479,-0.06444241237434048,0.5801942307366371,0.580519765698552,0.14217376468403076
4.665581605468938,0.09926540637469168,-0.0642547393965634,0.5779388916536311,0.5783014961887812,0.14125838290299517
4.670681396830524,0.09929441651535273,-0.0640832622267877,0.5765458772557511,0.5769313778820379,0.14047645107828136
4.675798530075896,0.09932186160486678,-0.06393109495195085,0.5723406481516732,0.5727952674526361,0.13943894993257724
4.680805286750943,0.09934896032002037,-0.0637862855835577,0.5758178675271101,0.5762153339859093,0.13925164518213512
4.685620001068436,0.09924622423277764,-0.06468112863361539,0.598188391937821,0.5976436362804792,0.08754105426975986
4.690726671542793,0.09913259840656329,-0.06563457213957588,0.5998477358374773,0.5972497424679971,0.08267868486953751
4.696036871158782,0.09916663697385135,-0.06537040171777049,0.5944098603864716,0.5945017420897222,0.14595573766693892
4.7013958732363585,0.09920025475093282,-0.06512477306771829,0.5792667403147653,0.5796075198460667,0.1435671607027048
4.706610071487173,0.09922851487860886,-0.06492559424316044,0.5673734384231426,0.567909700589131,0.14158696127653267
4.711681771028647,0.09925363815056239,-0.06475868157628868,0.5607122270960461,0.5613579753536165,0.1402464387263154
4.716711393841164,0.09927608538001274,-0.06461926425799015,0.5532727461861363,0.5540407724571612,0.13887004259012373
4.72162597525863,0.099296989215768,-0.06449666788244196,0.5513252962768901,0.552125331542731,0.1381827895009968
4.726411175251488,0.09931913685436741,-0.0643677438454005,0.559893280021944,0.5605524887912456,0.13871702490693902
4.731297712837703,0.0993426207296317,-0.06423389891786371,0.5654071060482723,0.5659756875679068,0.1388458600307751
4.736421800622726,0.09936339549951227,-0.06412911373890462,0.5523018481086351,0.5530858324132765,0.13689751139619777
4.741377630217283,0.09938117660498952,-0.06405024591198873,0.5458927602111251,0.5467820866149792,0.13577677654950263
4.746077847634414,0.09940084213279377,-0.06395634927982363,0.5582189474876343,0.5589056761950799,0.1368599106645927
4.750916341917427,0.09942275036153278,-0.06384976834866014,0.5670147666420354,0.5675569240673025,0.13742644435455215
4.7559698944971,0.0994437966521516,-0.06375704026686281,0.5618982526635281,0.5625245069730435,0.13644019571298255
4.760888037509135,0.09946479551971074,-0.0636662941135686,0.5659576040643304,0.5665171373980252,0.13649898778943317
4.765836823108942,0.09948648648393282,-0.06357393629821882,0.570173435050014,0.5706636754525286,0.1365560710506953
4.770904411214545,0.09950716378389758,-0.06349506826740298,0.5660630761008015,0.5666208758576257,0.13571921037911658
4.775747399216021,0.09953003664066647,-0.0633980691344105,0.5805724038848469,0.5808917230540033,0.13686443985532673
4.780740102825457,0.09955472356953061,-0.06329281926119855,0.5921822224594245,0.5923107184286502,0.13718586705060934
4.785851251730932,0.0994539188831817,-0.06419581143870626,0.5982479817025894,0.5976604266005993,0.08668272233052349
4.791021617010661,0.09926478588100987,-0.0657706457378941,0.5973992697788743,0.5957218816436617,0.05234606833910999
4.7963167903134645,0.0992920863562786,-0.06555454088893525,0.5915442788051787,0.5916832602481256,0.14438247461296405
4.801585375550216,0.09932205883698113,-0.06532974339996074,0.5836822337271318,0.5839504386018536,0.14282562372827626
4.8067852232301425,0.09934872927568035,-0.06513557330960416,0.5766822734206847,0.5770655321883887,0.14142747253071555
4.811859248802555,0.09937423498458205,-0.0649580284174545,0.5769054261579226,0.5772850171060235,0.14084943527279423
4.817035093026408,0.09939728229919133,-0.06480733116447376,0.5671313610438489,0.567671602080322,0.13923466230262713
4.821999331116848,0.09941974288084995,-0.0646660421968551,0.5707380549963702,0.5712190150994414,0.13913565409246056
4.8270352528885105,0.0994418816155582,-0.06453319615246451,0.5701369843526503,0.5706278238713273,0.1385814455615462
4.832005653057467,0.099464593965766,-0.06440037740412954,0.57548748481256,0.5758903815599645,0.13867874443883088
4.837003789520491,0.09948859677112637,-0.0642626212410745,0.582358109615922,0.5826480782755702,0.13889859562429618
4.842266073298032,0.09950978621095682,-0.06415526190723402,0.5680153010158,0.568541013293124,0.1369003668609066
4.847152217266189,0.09953180767557081,-0.06404140567003272,0.5799122785225798,0.5802424477513384,0.13775104868405594
4.852185629174473,0.09955535446230837,-0.0639214309371169,0.5868604223872905,0.5870763893968065,0.13792170471318776
4.857473789822135,0.09957642285564698,-0.06382918768641736,0.5733290484908516,0.5737674220821883,0.13614705572161595
4.862526003808053,0.09959587982047971,-0.06375017978952775,0.5731632574857601,0.5736043560782738,0.13576358566008356
4.867644719242531,0.09961343416299602,-0.06369037959716399,0.5663084767040375,0.5668622429660747,0.13468801471347439
4.872617616019178,0.09963052988953969,-0.06363435241206049,0.5685060143231384,0.5690236610576883,0.1346170151607933
4.877581085969524,0.09964779995598282,-0.0635789420597683,0.5733103409625235,0.5737490220373214,0.13459148852870456
4.8827062898770075,0.0996636647120212,-0.06353950306330904,0.5659397408544401,0.5664995677927819,0.1336430064759403
4.887626993220602,0.09967944319742894,-0.06349889901033733,0.5729009455496138,0.5733463555961537,0.1338228673720968
4.892674907591086,0.09969496488929504,-0.06346406445680212,0.5728565309024121,0.573302670964173,0.13346758810274176
4.897667541991967,0.0997106032805199,-0.06342869817032964,0.5782342989206846,0.5785920480316618,0.13351946784021296
4.902752635254252,0.09972595795685026,-0.06339860676224371,0.578676314951894,0.5790267989265766,0.1332121087889316
4.907793893193994,0.099741423686979,-0.06336803106241312,0.5838817715564724,0.5841466967534256,0.13325316266922516
4.913029581208039,0.09975511889962037,-0.06335633076282719,0.5734949236294572,0.5739305708359248,0.1321991730668576
4.918150064758037,0.09976672031716897,-0.06335965505556154,0.5667594877544214,0.5673058410341243,0.1314600296361482
4.923069211819481,0.09977870482081967,-0.06335612450602429,0.5745358697205706,0.5749544075584144,0.13183902749054052
4.928160380146887,0.09979006602169742,-0.06336093323107177,0.5715021811411337,0.5719705817875634,0.13140052122792112
4.933185007364275,0.09980099929798456,-0.06336773086171746,0.5726970800297453,0.5731458408834585,0.1313019277987006
4.938290795070432,0.09981063904209699,-0.06338613255425098,0.5668234210420205,0.5673687234906731,0.1306903260362944
4.943168249122255,0.09982147463381073,-0.06339005669012461,0.5786912167262875,0.5790414557694125,0.13142125687050185
4.948136362011497,0.0998340837121633,-0.06338130668975156,0.5912909149633716,0.5914340607844635,0.13209693791550406
4.953423103851745,0.0998452905975689,-0.06339009931307077,0.5814822454810964,0.5817866101605339,0.13118904254420766
4.958482230988254,0.09985643692798073,-0.06339481219509147,0.5872038710922999,0.5874141930525104,0.13141371493767812
4.9636569637434445,0.09986711189112608,-0.06340524754829502,0.5857641724400883,0.5859981578108,0.131129331694188
4.968967713931098,0.09987481360030116,-0.06344152268551831,0.5691552259059345,0.569662201961464,0.1297759574433374
4.9738691081266655,0.09988340300265339,-0.06346185952131317,0.5805766494212484,0.5808958988065361,0.13054351096645736
4.979032000462568,0.09989107462772963,-0.06349351614872316,0.5750676924482299,0.5754774890535203,0.1300352085751752
4.983945761863438,0.0998997925593784,-0.06351109003894159,0.5901006440826643,0.5902633536282496,0.13068929295686854
4.988978356171113,0.09980271915410338,-0.06437466045951529,0.5991444534327993,0.5978440046716706,0.08879768530076435
4.994128156791583,0.09967609369501508,-0.06544375127817334,0.5993713934211582,0.5972223557900327,0.07739757095908995
4.999421414199993,0.09969323938826193,-0.06532256491461215,0.595512407783048,0.5955861676123387,0.13854304108026588
5.004483257948526,0.09961486277635899,-0.06596199746885653,0.6003919409994298,0.5979076799187482,0.10076193128914704
5.009681379682969,0.09950506359284528,-0.06683394373099504,0.5991039943675612,0.5974726097897755,0.08775988119854874
5.014802649634539,0.09938040679832091,-0.06778893423104887,0.5998038400700958,0.5971646345302456,0.08274098882908591
5.02015019419163,0.09940183338701673,-0.06753891584007737,0.590414581398809,0.5905721309560517,0.1460656521593506
5.025159390310591,0.09932174211607508,-0.068107133741303,0.5996084313786038,0.5978134949554272,0.10450538591002834
5.030529563855774,0.09934421047920644,-0.06783245227176402,0.5875869303522325,0.5877909562101687,0.14691124165641717
5.035701922097838,0.09936972998317553,-0.06754998759799888,0.5865561733906631,0.5867771411447585,0.14602077881566644
5.040788616866397,0.09939606857344029,-0.0672730902513269,0.5935370485015199,0.5936432760536922,0.14598403869157572
5.045810655451461,0.09932634941105004,-0.0677748518331424,0.6003313452646419,0.5977594616321756,0.1080585322730455
5.05096972245214,0.09921853746418816,-0.06856030007277411,0.5995113789292619,0.597166710529095,0.09214084604468503
5.056216445421247,0.09911000494154033,-0.06931703226121246,0.5980635946427602,0.59761736120337,0.09359242919597187
5.0613250474840115,0.09899143622822727,-0.0701256369460183,0.5997506511890993,0.5972330248944221,0.09007292557627661
5.066463990117823,0.09879519546993537,-0.07152198500638766,0.5983812546064351,0.5957042437771005,0.061305392731544096
5.07173790234647,0.0988300689693918,-0.0710146770873527,0.5954853347265199,0.5955595395374149,0.15800359426256746
5.076892959032485,0.09867423724468567,-0.07205092671767178,0.596721302683235,0.5956275757782035,0.08051382218913854
5.082042844200363,0.09848677866398624,-0.0733045653049799,0.5972180508724845,0.5956889456355148,0.06781820117776761
5.087082862296677,0.09832497167126426,-0.0743059030311652,0.6012099020353392,0.5979064533334516,0.07839605722574125
5.092419920887473,0.09836277173848815,-0.07366057736400143,0.5937944585536674,0.5938964552199345,0.16569101781698856
5.097674889900223,0.09840402490572919,-0.07301935762601904,0.5889256423374427,0.589107664637436,0.1636877932728494
5.102846068678655,0.09844423984511018,-0.07241439226694993,0.5888411630139386,0.5890245738467184,0.16239711001341664
5.107856197422243,0.09837747467577518,-0.07269646746082374,0.5990748787709591,0.5978350880752383,0.1193045130104716
5.112990834225658,0.09828276377858271,-0.07318532607532717,0.5995390428010925,0.5971906258043572,0.10702093103730605
5.118296895212818,0.09832500218285621,-0.07255004710624745,0.5940205787407433,0.5941188588129533,0.1642467184769612
5.123592275261923,0.09836736942117448,-0.07194209665165911,0.5850468217423755,0.585292597747723,0.16173509211090076
5.1286074759688285,0.0984111402767698,-0.07135945888855803,0.5978244656071,0.5978602236113397,0.16216402071534283
5.133880099358763,0.09845560107073113,-0.07078120570367405,0.5944510938570431,0.5945422978259582,0.16044960705910066
5.138977149009331,0.0983971157630327,-0.0710556657455656,0.5991924753219756,0.5976883904607305,0.11921130176994892
5.144312744180457,0.09843799533450312,-0.07051410392737703,0.5902360087245538,0.5903964933652979,0.15960598562633807
5.149611403345837,0.09847832453269484,-0.07000397740893838,0.5779189552475712,0.5782818874581284,0.15680962178215796
5.1547115223611835,0.0985160083011999,-0.0695396223524149,0.5762591653192637,0.5766493784405516,0.155549633181145
5.159863522314248,0.09855131101565355,-0.0691103070849471,0.5681379119389639,0.5686616089339209,0.15345428585575713
